Period,Period Label,Commodity,Commodity Label,Index Base 2015,Index Base 2015 Footnote,Index Base 2015 Missing value,"Growth rate, year-on-year","Growth rate, year-on-year Footnote","Growth rate, year-on-year Missing value",Growth rate (over previous period),Growth rate (over previous period) Footnote,Growth rate (over previous period) Missing value
2020M10,"Oct. 2020",IN0001.03,"Tropical beverages",82.45,,,1.71478,,,-7.71211,,
2020M10,"Oct. 2020",IN0001.04,"Vegetable oilseeds and oils",116.9,,,23.40336,,,5.45783,,
2020M10,"Oct. 2020",IN0001.06,"Agricultural raw materials",102.6,,,6.57526,,,4.72594,,
2020M10,"Oct. 2020",IN0001.07,"Minerals, ores and metals",156.09,,,21.43302,,,-1.28384,,
2020M10,"Oct. 2020",IN0001.08,"Minerals, ores and non-precious metals",151.67,,,14.77109,,,-0.91461,,
2020M10,"Oct. 2020",IN0001.09,"Precious metals",159.58,,,26.96316,,,-1.56067,,
2020M10,"Oct. 2020",IN0001.10,"Fuels",77.45,,,-27.94008,,,1.1757,,
2020M10,"Oct. 2020",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2020M10,"Oct. 2020",IN0001.05,"Tropical beverages and food",97.46,,,3.63675,,,-0.6524,,
2020M10,"Oct. 2020",IN0001.22,"All groups excl. fuels",132.59,,,16.81938,,,-0.15061,,
2020M10,"Oct. 2020",IN0001.23,"All groups excl. precious metals",90.28,,,-16.12783,,,0.99564,,
2020M10,"Oct. 2020",IN0001.24,"All groups excl. precious metals and fuels",120.43,,,11.49894,,,0.71082,,
2020M11,"Nov. 2020",IN0001.20,"All groups",102.97,,,-8.90835,,,4.5593,,
2020M11,"Nov. 2020",IN0001.01,"All food",108.63,,,10.56489,,,5.11902,,
2020M11,"Nov. 2020",IN0001.02,"Food",104.35,,,1.66602,,,1.9242,,
2020M11,"Nov. 2020",IN0001.03,"Tropical beverages",85.3,,,-1.95402,,,3.45664,,
2020M11,"Nov. 2020",IN0001.04,"Vegetable oilseeds and oils",129.35,,,33.35052,,,10.65013,,
2020M11,"Nov. 2020",IN0001.06,"Agricultural raw materials",104.02,,,7.78158,,,1.38402,,
2020M11,"Nov. 2020",IN0001.07,"Minerals, ores and metals",157.25,,,25.20901,,,0.74316,,
2020M11,"Nov. 2020",IN0001.08,"Minerals, ores and non-precious metals",157.69,,,23.08953,,,3.96914,,
2020M11,"Nov. 2020",IN0001.09,"Precious metals",156.91,,,26.94984,,,-1.67314,,
2020M11,"Nov. 2020",IN0001.10,"Fuels",83.08,,,-26.40624,,,7.26921,,
2020M11,"Nov. 2020",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2020M11,"Nov. 2020",IN0001.05,"Tropical beverages and food",99.66,,,0.88066,,,2.25734,,
2020M11,"Nov. 2020",IN0001.22,"All groups excl. fuels",135.21,,,19.35911,,,1.97602,,
2020M11,"Nov. 2020",IN0001.23,"All groups excl. precious metals",95.72,,,-14.24476,,,6.0257,,
2020M11,"Nov. 2020",IN0001.24,"All groups excl. precious metals and fuels",125.44,,,15.47455,,,4.16009,,
2020M12,"Dec. 2020",IN0001.20,"All groups",112.57,,,-2.65479,,,9.3231,,
2020M12,"Dec. 2020",IN0001.01,"All food",111.61,,,9.83074,,,2.74326,,
2020M12,"Dec. 2020",IN0001.02,"Food",105.53,,,1.08238,,,1.13081,,
2020M12,"Dec. 2020",IN0001.03,"Tropical beverages",88.52,,,-3.61498,,,3.77491,,
2020M12,"Dec. 2020",IN0001.04,"Vegetable oilseeds and oils",135.34,,,32.21962,,,4.63085,,
2020M12,"Dec. 2020",IN0001.06,"Agricultural raw materials",106.65,,,8.84874,,,2.52836,,
2020M12,"Dec. 2020",IN0001.07,"Minerals, ores and metals",166.83,,,31.27951,,,6.09221,,
2020M12,"Dec. 2020",IN0001.08,"Minerals, ores and non-precious metals",179.03,,,36.83124,,,13.53288,,
2020M12,"Dec. 2020",IN0001.09,"Precious metals",157.19,,,26.64357,,,0.17845,,
2020M12,"Dec. 2020",IN0001.10,"Fuels",94.53,,,-18.34672,,,13.7819,,
2020M12,"Dec. 2020",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2020M12,"Dec. 2020",IN0001.05,"Tropical beverages and food",101.34,,,0.03949,,,1.68573,,
2020M12,"Dec. 2020",IN0001.22,"All groups excl. fuels",141.82,,,22.87299,,,4.88869,,
2020M12,"Dec. 2020",IN0001.23,"All groups excl. precious metals",106.57,,,-6.92576,,,11.33514,,
2020M12,"Dec. 2020",IN0001.24,"All groups excl. precious metals and fuels",134.9,,,20.9757,,,7.54145,,
2021M01,"Jan. 2021",IN0001.20,"All groups",120.65,,,5.62024,,,7.17776,,
2021M01,"Jan. 2021",IN0001.01,"All food",118.24,,,15.70604,,,5.94033,,
2021M01,"Jan. 2021",IN0001.02,"Food",111.28,,,5.56873,,,5.44869,,
2021M01,"Jan. 2021",IN0001.03,"Tropical beverages",89.36,,,2.02078,,,0.94894,,
2021M01,"Jan. 2021",IN0001.04,"Vegetable oilseeds and oils",146.79,,,39.91993,,,8.46017,,
2021M01,"Jan. 2021",IN0001.06,"Agricultural raw materials",107.8,,,8.6584,,,1.07829,,
2021M01,"Jan. 2021",IN0001.07,"Minerals, ores and metals",171.37,,,30.10173,,,2.72133,,
2021M01,"Jan. 2021",IN0001.08,"Minerals, ores and non-precious metals",187.32,,,41.53381,,,4.63051,,
2021M01,"Jan. 2021",IN0001.09,"Precious metals",158.76,,,20.99688,,,0.99879,,
2021M01,"Jan. 2021",IN0001.10,"Fuels",104.55,,,-6.41783,,,10.59981,,
2021M01,"Jan. 2021",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2021M01,"Jan. 2021",IN0001.05,"Tropical beverages and food",105.88,,,4.81093,,,4.47997,,
2021M01,"Jan. 2021",IN0001.22,"All groups excl. fuels",146.76,,,24.047,,,3.48329,,
2021M01,"Jan. 2021",IN0001.23,"All groups excl. precious metals",115.53,,,3.19786,,,8.40762,,
2021M01,"Jan. 2021",IN0001.24,"All groups excl. precious metals and fuels",141.36,,,25.64217,,,4.78873,,
2021M02,"Feb. 2021",IN0001.20,"All groups",132.04,,,26.41455,,,9.44053,,
2021M02,"Feb. 2021",IN0001.01,"All food",121,,,21.35192,,,2.33424,,
2021M02,"Feb. 2021",IN0001.02,"Food",114.91,,,9.77264,,,3.26204,,
2021M02,"Feb. 2021",IN0001.03,"Tropical beverages",91.61,,,6.41189,,,2.51791,,
2021M02,"Feb. 2021",IN0001.04,"Vegetable oilseeds and oils",148.33,,,50.11638,,,1.04912,,
2021M02,"Feb. 2021",IN0001.06,"Agricultural raw materials",109.81,,,12.97325,,,1.86456,,
2021M02,"Feb. 2021",IN0001.07,"Minerals, ores and metals",171.15,,,31.86686,,,-0.12838,,
2021M02,"Feb. 2021",IN0001.08,"Minerals, ores and non-precious metals",191.05,,,53.24457,,,1.99124,,
2021M02,"Feb. 2021",IN0001.09,"Precious metals",155.43,,,16.13988,,,-2.09751,,
2021M02,"Feb. 2021",IN0001.10,"Fuels",122.32,,,25.81773,,,16.99665,,
2021M02,"Feb. 2021",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2021M02,"Feb. 2021",IN0001.05,"Tropical beverages and food",109.17,,,9.06094,,,3.10729,,
2021M02,"Feb. 2021",IN0001.22,"All groups excl. fuels",147.79,,,27.20778,,,0.70183,,
2021M02,"Feb. 2021",IN0001.23,"All groups excl. precious metals",128.9,,,28.24595,,,11.57275,,
2021M02,"Feb. 2021",IN0001.24,"All groups excl. precious metals and fuels",144.36,,,33.37029,,,2.12224,,
2021M03,"Mar. 2021",IN0001.20,"All groups",129.67,,,55.75976,,,-1.79491,,
2021M03,"Mar. 2021",IN0001.01,"All food",122.12,,,27.3277,,,0.92562,,
2021M03,"Mar. 2021",IN0001.02,"Food",114.05,,,14.60008,,,-0.74841,,
2021M03,"Mar. 2021",IN0001.03,"Tropical beverages",91.99,,,5.48102,,,0.4148,,
2021M03,"Mar. 2021",IN0001.04,"Vegetable oilseeds and oils",153.31,,,62.07844,,,3.35738,,
2021M03,"Mar. 2021",IN0001.06,"Agricultural raw materials",111.13,,,17.49841,,,1.20208,,
2021M03,"Mar. 2021",IN0001.07,"Minerals, ores and metals",168.94,,,33.465,,,-1.29126,,
2021M03,"Mar. 2021",IN0001.08,"Minerals, ores and non-precious metals",195.81,,,62.08095,,,2.49149,,
2021M03,"Mar. 2021",IN0001.09,"Precious metals",147.71,,,12.62676,,,-4.96687,,
2021M03,"Mar. 2021",IN0001.10,"Fuels",118.94,,,82.98462,,,-2.76324,,
2021M03,"Mar. 2021",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2021M03,"Mar. 2021",IN0001.05,"Tropical beverages and food",108.62,,,12.57125,,,-0.5038,,
2021M03,"Mar. 2021",IN0001.22,"All groups excl. fuels",147.08,,,30.3554,,,-0.48041,,
2021M03,"Mar. 2021",IN0001.23,"All groups excl. precious metals",127.25,,,65.66853,,,-1.28006,,
2021M03,"Mar. 2021",IN0001.24,"All groups excl. precious metals and fuels",146.8,,,40.37101,,,1.69022,,
2021M04,"Apr. 2021",IN0001.20,"All groups",131.49,,,78.94665,,,1.40356,,
2021M04,"Apr. 2021",IN0001.01,"All food",125.94,,,33.89326,,,3.12807,,
2021M04,"Apr. 2021",IN0001.02,"Food",118.04,,,20.22815,,,3.49847,,
2021M04,"Apr. 2021",IN0001.03,"Tropical beverages",93.04,,,7.15191,,,1.14143,,
2021M04,"Apr. 2021",IN0001.04,"Vegetable oilseeds and oils",158.39,,,74.03582,,,3.31355,,
2021M04,"Apr. 2021",IN0001.06,"Agricultural raw materials",109.09,,,20.3287,,,-1.83569,,
2021M04,"Apr. 2021",IN0001.07,"Minerals, ores and metals",175.34,,,36.17583,,,3.78833,,
2021M04,"Apr. 2021",IN0001.08,"Minerals, ores and non-precious metals",205.97,,,76.16319,,,5.1887,,
2021M04,"Apr. 2021",IN0001.09,"Precious metals",151.14,,,9.42659,,,2.32212,,
2021M04,"Apr. 2021",IN0001.10,"Fuels",118.98,,,142.32179,,,0.03363,,
2021M04,"Apr. 2021",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2021M04,"Apr. 2021",IN0001.05,"Tropical beverages and food",111.88,,,17.29922,,,3.00129,,
2021M04,"Apr. 2021",IN0001.22,"All groups excl. fuels",151.77,,,34.28597,,,3.18874,,
2021M04,"Apr. 2021",IN0001.23,"All groups excl. precious metals",128.85,,,98.84259,,,1.25737,,
2021M04,"Apr. 2021",IN0001.24,"All groups excl. precious metals and fuels",152.05,,,49.47896,,,3.57629,,
2021M05,"May  2021",IN0001.20,"All groups",140.77,,,73.59724,,,7.05757,,
2021M05,"May  2021",IN0001.01,"All food",134.12,,,44.60377,,,6.49516,,
2021M05,"May  2021",IN0001.02,"Food",123.89,,,26.91047,,,4.95595,,
2021M05,"May  2021",IN0001.03,"Tropical beverages",100.02,,,20.50602,,,7.50215,,
2021M05,"May  2021",IN0001.04,"Vegetable oilseeds and oils",171.33,,,90.72693,,,8.16971,,
2021M05,"May  2021",IN0001.06,"Agricultural raw materials",109.87,,,21.43015,,,0.71501,,
2021M05,"May  2021",IN0001.07,"Minerals, ores and metals",188.78,,,41.2601,,,7.66511,,
2021M05,"May  2021",IN0001.08,"Minerals, ores and non-precious metals",226.48,,,82.94023,,,9.95776,,
2021M05,"May  2021",IN0001.09,"Precious metals",158.99,,,12.42399,,,5.19386,,
2021M05,"May  2021",IN0001.10,"Fuels",127.58,,,112.56248,,,7.22811,,
2021M05,"May  2021",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2021M05,"May  2021",IN0001.05,"Tropical beverages and food",118.01,,,25.5292,,,5.47908,,
2021M05,"May  2021",IN0001.22,"All groups excl. fuels",162.16,,,40.69061,,,6.84589,,
2021M05,"May  2021",IN0001.23,"All groups excl. precious metals",138.32,,,89.50541,,,7.34963,,
2021M05,"May  2021",IN0001.24,"All groups excl. precious metals and fuels",163.58,,,58.07886,,,7.58303,,
2021M06,"June 2021",IN0001.20,"All groups",146.87,,,62.73684,,,4.33331,,
2021M06,"June 2021",IN0001.01,"All food",130.89,,,37.53284,,,-2.40829,,
2021M06,"June 2021",IN0001.02,"Food",122.88,,,22.18355,,,-0.81524,,
2021M06,"June 2021",IN0001.03,"Tropical beverages",102.64,,,30.70164,,,2.61948,,
2021M06,"June 2021",IN0001.04,"Vegetable oilseeds and oils",160.91,,,68.93438,,,-6.08183,,
2021M06,"June 2021",IN0001.06,"Agricultural raw materials",109.53,,,18.75745,,,-0.30946,,
2021M06,"June 2021",IN0001.07,"Minerals, ores and metals",187.75,,,35.23734,,,-0.54561,,
2021M06,"June 2021",IN0001.08,"Minerals, ores and non-precious metals",226.71,,,70.44583,,,0.10155,,
2021M06,"June 2021",IN0001.09,"Precious metals",156.96,,,9.43317,,,-1.27681,,
2021M06,"June 2021",IN0001.10,"Fuels",138.51,,,91.25932,,,8.56717,,
2021M06,"June 2021",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2021M06,"June 2021",IN0001.05,"Tropical beverages and food",117.89,,,23.91213,,,-0.10169,,
2021M06,"June 2021",IN0001.22,"All groups excl. fuels",160.43,,,34.6454,,,-1.06685,,
2021M06,"June 2021",IN0001.23,"All groups excl. precious metals",145.51,,,75.10229,,,5.19809,,
2021M06,"June 2021",IN0001.24,"All groups excl. precious metals and fuels",161.99,,,49.68583,,,-0.972,,
2021M07,"Jul. 2021",IN0001.20,"All groups",151.66,,,60.36798,,,3.26139,,
2021M07,"Jul. 2021",IN0001.01,"All food",130.96,,,37.13089,,,0.05348,,
2021M07,"Jul. 2021",IN0001.02,"Food",122.78,,,24.64975,,,-0.08138,,
2021M07,"Jul. 2021",IN0001.03,"Tropical beverages",106.97,,,33.76266,,,4.21863,,
2021M07,"Jul. 2021",IN0001.04,"Vegetable oilseeds and oils",158.85,,,60.26029,,,-1.28022,,
2021M07,"Jul. 2021",IN0001.06,"Agricultural raw materials",109.03,,,17.69214,,,-0.4565,,
2021M07,"Jul. 2021",IN0001.07,"Minerals, ores and metals",186.42,,,25.96797,,,-0.70839,,
2021M07,"Jul. 2021",IN0001.08,"Minerals, ores and non-precious metals",227.35,,,61.1497,,,0.2823,,
2021M07,"Jul. 2021",IN0001.09,"Precious metals",154.08,,,0.41056,,,-1.83486,,
2021M07,"Jul. 2021",IN0001.10,"Fuels",146.72,,,92.59648,,,5.92737,,
2021M07,"Jul. 2021",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2021M07,"Jul. 2021",IN0001.05,"Tropical beverages and food",118.89,,,26.57298,,,0.84825,,
2021M07,"Jul. 2021",IN0001.22,"All groups excl. fuels",159.67,,,28.35209,,,-0.47373,,
2021M07,"Jul. 2021",IN0001.23,"All groups excl. precious metals",151.33,,,74.62497,,,3.99973,,
2021M07,"Jul. 2021",IN0001.24,"All groups excl. precious metals and fuels",162.18,,,45.68811,,,0.11729,,
2021M08,"Aug. 2021",IN0001.20,"All groups",149,,,48.43594,,,-1.75392,,
2021M08,"Aug. 2021",IN0001.01,"All food",132.66,,,33.94588,,,1.29811,,
2021M08,"Aug. 2021",IN0001.02,"Food",124.09,,,23.30087,,,1.06695,,
2021M08,"Aug. 2021",IN0001.03,"Tropical beverages",114.25,,,30.12528,,,6.80565,,
2021M08,"Aug. 2021",IN0001.04,"Vegetable oilseeds and oils",158.05,,,53.9548,,,-0.50362,,
2021M08,"Aug. 2021",IN0001.06,"Agricultural raw materials",109.95,,,15.23949,,,0.8438,,
2021M08,"Aug. 2021",IN0001.07,"Minerals, ores and metals",174.42,,,9.62227,,,-6.43708,,
2021M08,"Aug. 2021",IN0001.08,"Minerals, ores and non-precious metals",203.84,,,35.98399,,,-10.34088,,
2021M08,"Aug. 2021",IN0001.09,"Precious metals",151.18,,,-9.13571,,,-1.88214,,
2021M08,"Aug. 2021",IN0001.10,"Fuels",146.12,,,80.7521,,,-0.40894,,
2021M08,"Aug. 2021",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2021M08,"Aug. 2021",IN0001.05,"Tropical beverages and food",121.67,,,24.81535,,,2.3383,,
2021M08,"Aug. 2021",IN0001.22,"All groups excl. fuels",153.68,,,16.35373,,,-3.75149,,
2021M08,"Aug. 2021",IN0001.23,"All groups excl. precious metals",148.71,,,62.48907,,,-1.73132,,
2021M08,"Aug. 2021",IN0001.24,"All groups excl. precious metals and fuels",154.8,,,32.72743,,,-4.5505,,
2021M09,"Sep. 2021",IN0001.20,"All groups",159.79,,,63.05102,,,7.24161,,
2021M09,"Sep. 2021",IN0001.01,"All food",132.4,,,29.86758,,,-0.19599,,
2021M09,"Sep. 2021",IN0001.02,"Food",123.99,,,22.81101,,,-0.08059,,
2021M09,"Sep. 2021",IN0001.03,"Tropical beverages",119.94,,,34.25118,,,4.98031,,
2021M09,"Sep. 2021",IN0001.04,"Vegetable oilseeds and oils",154.12,,,39.03473,,,-2.48655,,
2021M09,"Sep. 2021",IN0001.06,"Agricultural raw materials",108.66,,,10.9115,,,-1.17326,,
2021M09,"Sep. 2021",IN0001.07,"Minerals, ores and metals",166.38,,,5.22388,,,-4.60956,,
2021M09,"Sep. 2021",IN0001.08,"Minerals, ores and non-precious metals",186.9,,,22.101,,,-8.31044,,
2021M09,"Sep. 2021",IN0001.09,"Precious metals",150.16,,,-7.37154,,,-0.67469,,
2021M09,"Sep. 2021",IN0001.10,"Fuels",166.45,,,117.43958,,,13.91322,,
2021M09,"Sep. 2021",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2021M09,"Sep. 2021",IN0001.05,"Tropical beverages and food",122.99,,,25.37207,,,1.0849,,
2021M09,"Sep. 2021",IN0001.22,"All groups excl. fuels",148.99,,,12.19971,,,-3.0518,,
2021M09,"Sep. 2021",IN0001.23,"All groups excl. precious metals",161.09,,,80.21031,,,8.32493,,
2021M09,"Sep. 2021",IN0001.24,"All groups excl. precious metals and fuels",148.46,,,24.1512,,,-4.09561,,
2021M10,"Oct. 2021",IN0001.20,"All groups",177.27,,,80.00609,,,10.93936,,
2021M10,"Oct. 2021",IN0001.01,"All food",135.54,,,31.15928,,,2.3716,,
2021M10,"Oct. 2021",IN0001.02,"Food",123.73,,,20.85368,,,-0.20969,,
2021M10,"Oct. 2021",IN0001.03,"Tropical beverages",128.09,,,55.35476,,,6.79506,,
2021M10,"Oct. 2021",IN0001.04,"Vegetable oilseeds and oils",160.34,,,37.15997,,,4.03582,,
2021M10,"Oct. 2021",IN0001.06,"Agricultural raw materials",111.23,,,8.41131,,,2.36518,,
2021M10,"Oct. 2021",IN0001.07,"Minerals, ores and metals",169.52,,,8.60401,,,1.88725,,
2021M10,"Oct. 2021",IN0001.08,"Minerals, ores and non-precious metals",193.73,,,27.73126,,,3.65436,,
2021M10,"Oct. 2021",IN0001.09,"Precious metals",150.39,,,-5.75887,,,0.15317,,
2021M10,"Oct. 2021",IN0001.10,"Fuels",192.8,,,148.9348,,,15.83058,,
2021M10,"Oct. 2021",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2021M10,"Oct. 2021",IN0001.05,"Tropical beverages and food",124.81,,,28.06279,,,1.4798,,
2021M10,"Oct. 2021",IN0001.22,"All groups excl. fuels",152.08,,,14.69945,,,2.07396,,
2021M10,"Oct. 2021",IN0001.23,"All groups excl. precious metals",180.88,,,100.35445,,,12.28506,,
2021M10,"Oct. 2021",IN0001.24,"All groups excl. precious metals and fuels",152.84,,,26.9119,,,2.95029,,
2021M11,"Nov. 2021",IN0001.20,"All groups",172.73,,,67.74789,,,-2.56107,,
2021M11,"Nov. 2021",IN0001.01,"All food",137.45,,,26.53042,,,1.40918,,
2021M11,"Nov. 2021",IN0001.02,"Food",124.82,,,19.61667,,,0.88095,,
2021M11,"Nov. 2021",IN0001.03,"Tropical beverages",134.73,,,57.94842,,,5.18386,,
2021M11,"Nov. 2021",IN0001.04,"Vegetable oilseeds and oils",160.97,,,24.4453,,,0.39292,,
2021M11,"Nov. 2021",IN0001.06,"Agricultural raw materials",112.57,,,8.21957,,,1.20471,,
2021M11,"Nov. 2021",IN0001.07,"Minerals, ores and metals",166.22,,,5.70429,,,-1.94667,,
2021M11,"Nov. 2021",IN0001.08,"Minerals, ores and non-precious metals",181.48,,,15.08656,,,-6.32323,,
2021M11,"Nov. 2021",IN0001.09,"Precious metals",154.16,,,-1.7526,,,2.50682,,
2021M11,"Nov. 2021",IN0001.10,"Fuels",186.11,,,124.013,,,-3.46992,,
2021M11,"Nov. 2021",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2021M11,"Nov. 2021",IN0001.05,"Tropical beverages and food",127.26,,,27.69416,,,1.96298,,
2021M11,"Nov. 2021",IN0001.22,"All groups excl. fuels",151.04,,,11.70771,,,-0.68385,,
2021M11,"Nov. 2021",IN0001.23,"All groups excl. precious metals",175.22,,,83.05474,,,-3.12915,,
2021M11,"Nov. 2021",IN0001.24,"All groups excl. precious metals and fuels",149.63,,,19.28412,,,-2.10024,,
2021M12,"Dec. 2021",IN0001.20,"All groups",172.87,,,53.56667,,,0.08105,,
2021M12,"Dec. 2021",IN0001.01,"All food",137.44,,,23.14309,,,-0.00728,,
2021M12,"Dec. 2021",IN0001.02,"Food",125.11,,,18.55397,,,0.23233,,
2021M12,"Dec. 2021",IN0001.03,"Tropical beverages",139.28,,,57.34297,,,3.37712,,
2021M12,"Dec. 2021",IN0001.04,"Vegetable oilseeds and oils",157.84,,,16.6248,,,-1.94446,,
2021M12,"Dec. 2021",IN0001.06,"Agricultural raw materials",111.68,,,4.71636,,,-0.79062,,
2021M12,"Dec. 2021",IN0001.07,"Minerals, ores and metals",168.29,,,0.87514,,,1.24534,,
2021M12,"Dec. 2021",IN0001.08,"Minerals, ores and non-precious metals",190.95,,,6.6581,,,5.21821,,
2021M12,"Dec. 2021",IN0001.09,"Precious metals",150.38,,,-4.33234,,,-2.452,,
2021M12,"Dec. 2021",IN0001.10,"Fuels",185.69,,,96.43499,,,-0.22567,,
2021M12,"Dec. 2021",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2021M12,"Dec. 2021",IN0001.05,"Tropical beverages and food",128.6,,,26.89955,,,1.05296,,
2021M12,"Dec. 2021",IN0001.22,"All groups excl. fuels",152.09,,,7.24157,,,0.69518,,
2021M12,"Dec. 2021",IN0001.23,"All groups excl. precious metals",175.9,,,65.05583,,,0.38808,,
2021M12,"Dec. 2021",IN0001.24,"All groups excl. precious metals and fuels",152.87,,,13.32098,,,2.16534,,
2022M01,"Jan. 2022",IN0001.20,"All groups",177.01,,,46.71363,,,2.39486,,
2022M01,"Jan. 2022",IN0001.01,"All food",142.58,,,20.58525,,,3.73981,,
2022M01,"Jan. 2022",IN0001.02,"Food",126.78,,,13.92883,,,1.33483,,
2022M01,"Jan. 2022",IN0001.03,"Tropical beverages",140.96,,,57.74396,,,1.2062,,
2022M01,"Jan. 2022",IN0001.04,"Vegetable oilseeds and oils",170.99,,,16.48614,,,8.33122,,
2022M01,"Jan. 2022",IN0001.06,"Agricultural raw materials",114.32,,,6.04824,,,2.3639,,
2022M01,"Jan. 2022",IN0001.07,"Minerals, ores and metals",175.45,,,2.38081,,,4.25456,,
2022M01,"Jan. 2022",IN0001.08,"Minerals, ores and non-precious metals",203.59,,,8.68567,,,6.61953,,
2022M01,"Jan. 2022",IN0001.09,"Precious metals",153.21,,,-3.49584,,,1.8819,,
